,neighbourhood_cleansed,review_scores_cleanliness,review_scores_checkin,availability_60,host_total_listings_count,maximum_nights,review_scores_communication,beds,calculated_host_listings_count_entire_homes,review_scores_rating,number_of_reviews,bedrooms,calculated_host_listings_count_private_rooms,number_of_reviews_l30d,review_scores_value,availability_30,review_scores_location,availability_90,accommodates,host_listings_count,number_of_reviews_ltm,latitude,minimum_nights,availability_365,calculated_host_listings_count,price,review_scores_accuracy,longitude
2560,l'Antiga Esquerra de l'Eixample,4.76,4.9,19,4.0,1125,4.86,4.0,1.0,4.75,18.0,1.5,0.0,1.0,4.82,7,4.83,49,7.0,3.0,33.0,41.39316,3.0,299,1.0,320.0,4.82,2.14819
2561,la Sagrada Família,4.97,4.86,27,8.0,30,4.93,1.0,4.0,4.91,18.0,1.0,0.0,0.3,4.77,7,4.93,57,2.0,4.0,40.0,41.40598,3.0,143,4.0,243.0,4.95,2.17603
2562,el Fort Pienc,4.72,4.81,6,2.0,1125,4.71,2.0,0.0,4.42,99.0,1.0,2.0,0.3,4.49,5,4.76,36,1.0,2.0,6.0,41.40177,28.0,126,2.0,43.0,4.6,2.18427
2563,el Barri Gòtic,5.0,5.0,4,1.0,365,5.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,5.0,34,4.0,1.0,0.0,41.38532,32.0,309,1.0,100.0,5.0,2.17246
2564,"Sant Pere, Santa Caterina i la Ribera",4.5,4.8,0,89.0,1125,4.5,4.0,38.0,4.7,4.0,2.0,0.0,0.0,4.5,0,4.75,0,6.0,47.0,0.0,41.38749,32.0,249,38.0,50.0,4.7,2.18236
2565,"Sant Pere, Santa Caterina i la Ribera",4.7,4.8,0,18.5,1125,4.8,4.0,38.0,4.33,3.0,2.0,0.7,0.0,4.67,0,5.0,0,6.0,55.0,0.0,41.38599,32.0,249,45.0,50.0,4.7,2.18182
2566,Hostafrancs,4.7,5.0,0,18.5,1125,5.0,4.0,38.0,4.7,1.0,3.0,0.7,0.0,4.0,0,5.0,5,6.0,55.0,0.0,41.3742,32.0,280,45.0,44.0,4.7,2.14789
2567,Sant Antoni,4.18,4.44,3,1.0,1125,4.56,2.0,1.0,4.36,28.0,2.0,0.0,0.0,4.15,3,4.67,3,4.0,1.0,1.0,41.3761,32.0,251,1.0,68.0,4.26,2.15879
2568,Sant Antoni,4.75,4.79,36,44.0,1125,4.8,4.0,35.0,4.78,18.0,3.0,0.0,1.0,4.58,15,4.73,66,6.0,35.0,17.0,41.37585,1.0,290,35.0,300.0,4.81,2.15741
2569,el Raval,5.0,5.0,12,34.0,330,5.0,1.0,15.0,5.0,2.0,1.0,0.0,0.0,4.5,12,4.5,17,2.0,15.0,0.0,41.38241,32.0,108,15.0,131.0,5.0,2.16594
2570,Hostafrancs,5.0,5.0,15,17.0,60,5.0,3.0,13.0,5.0,2.0,3.0,0.0,0.0,5.0,0,5.0,45,4.0,13.0,1.0,41.37524,32.0,45,13.0,289.0,5.0,2.14255
2571,Sant Antoni,4.56,4.81,17,1.0,1125,4.74,4.0,1.0,4.52,18.0,3.0,0.0,0.3,4.4,5,4.69,39,6.0,1.0,24.0,41.38066,2.0,314,1.0,163.0,4.6,2.15987
2572,la Sagrada Família,4.86,4.87,6,2.0,1125,4.9,3.0,1.0,4.8,18.0,2.0,0.0,0.3,4.74,2,4.91,32,4.0,2.0,6.7,41.40774,1.0,281,1.0,169.0,4.85,2.17563
2573,la Vila de Gràcia,4.6,4.53,0,2.0,150,4.53,2.0,0.0,4.6,15.0,1.0,1.0,0.0,4.53,0,4.53,0,2.0,2.0,0.0,41.40139,3.0,0,1.0,128.0,4.7,2.16045
2574,el Poble Sec,4.49,4.49,9,2.0,300,4.6,6.0,1.0,4.44,18.0,3.0,0.0,2.0,4.43,2,4.63,33,6.0,1.0,6.7,41.37278,3.0,287,1.0,166.0,4.51,2.16445
2575,Diagonal Mar i el Front Marítim del Poblenou,4.61,4.74,31,39.0,365,4.85,6.0,11.0,4.72,18.0,3.0,0.0,2.0,4.65,6,4.83,61,6.0,16.0,26.0,41.404,1.0,100,11.0,133.4,4.75,2.2
2576,Sant Antoni,4.98,4.97,29,4.0,1125,4.98,2.0,4.0,4.97,18.0,2.0,0.0,0.3,4.82,7,4.95,59,4.0,4.0,6.7,41.37724,4.0,60,4.0,246.0,4.97,2.16162
2577,el Guinardó,4.605955597800259,4.717400013580498,0,1.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,1.0,0.0,41.41836,3.0,0,1.0,128.0,4.639845192829983,2.18038
2578,Vilapicina i la Torre Llobeta,4.33,5.0,0,1.0,15,4.75,2.0,0.0,4.5,4.0,1.0,1.0,0.0,5.0,0,4.5,0,2.0,1.0,0.0,41.42882,1.0,0,1.0,128.0,4.67,2.18192
2579,el Barri Gòtic,4.605955597800259,4.717400013580498,0,2.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,1.0,1.0,0.0,41.38026,2.0,0,1.0,128.0,4.639845192829983,2.17818
2580,Vilapicina i la Torre Llobeta,4.83,5.0,10,1.0,15,5.0,1.0,0.0,4.83,6.0,1.0,1.0,0.0,5.0,10,5.0,10,2.0,1.0,0.0,41.42987,15.0,199,1.0,51.0,5.0,2.16669
2581,"Sant Pere, Santa Caterina i la Ribera",5.0,4.5,0,1.0,15,5.0,2.0,0.0,5.0,2.0,1.0,1.0,0.0,5.0,0,5.0,0,2.0,1.0,0.0,41.38692,1.0,0,1.0,128.0,5.0,2.18047
2582,la Dreta de l'Eixample,4.92,4.94,0,1.0,30,4.98,2.0,0.0,4.84,18.0,1.0,1.0,0.0,4.85,0,4.97,0,2.0,1.0,0.0,41.39665,2.0,0,1.0,128.0,4.87,2.1605
2583,la Dreta de l'Eixample,4.64,4.58,18,18.5,1125,4.63,1.0,6.7,4.45,18.0,1.0,0.0,0.0,4.33,6,4.69,47,4.0,13.8,35.0,41.40161,2.0,146,13.1,172.0,4.53,2.16935
2584,el Clot,5.0,5.0,0,3.0,1125,5.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,5.0,0,5.0,0,4.0,3.0,0.0,41.40877,1.0,0,2.0,128.0,5.0,2.1888
2585,la Dreta de l'Eixample,4.96,4.88,49,3.0,30,4.91,2.2,1.0,4.91,67.0,1.5,0.0,0.0,4.81,21,4.99,79,3.0,2.0,12.0,41.39125,3.0,354,1.0,133.4,4.96,2.16541
2586,l'Antiga Esquerra de l'Eixample,4.7,4.5,0,3.0,1125,4.5,2.0,0.0,5.0,2.0,1.0,2.0,0.0,4.5,0,5.0,0,2.0,2.0,0.0,41.38995,3.0,0,2.0,128.0,4.7,2.16173
2587,Hostafrancs,4.605955597800259,4.717400013580498,0,23.0,14,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,1.0,1.0,0.0,41.372,3.0,0,1.0,128.0,4.639845192829983,2.14331
2588,el Guinardó,4.58,4.83,0,1.0,5,4.92,2.0,0.0,4.75,12.0,1.0,1.0,0.0,4.75,0,4.5,0,2.0,1.0,0.0,41.41536,2.0,0,1.0,128.0,4.67,2.17118
2589,la Dreta de l'Eixample,5.0,4.8,0,1.0,1125,4.8,2.0,0.0,4.67,3.0,1.0,1.0,0.0,4.67,0,4.67,0,2.0,1.0,0.0,41.38748,2.0,0,1.0,128.0,4.67,2.1672
2590,la Dreta de l'Eixample,4.88,4.91,21,17.0,1125,4.91,3.0,16.0,4.79,18.0,2.0,0.0,0.0,4.72,0,4.95,51,4.0,16.0,3.0,41.38841,31.0,231,16.0,145.0,4.86,2.17274
2591,el Raval,4.7,4.8,4,22.0,1125,4.8,1.0,18.0,4.7,12.0,1.0,0.0,0.0,4.5,0,4.8,34,2.0,18.0,1.0,41.3837,32.0,309,18.0,61.0,4.7,2.17125
2592,el Barri Gòtic,4.71,4.68,11,2.0,210,4.69,2.0,1.0,4.63,35.0,1.0,1.0,0.0,4.59,0,4.91,33,2.0,2.0,3.0,41.3814,32.0,282,2.0,45.0,4.71,2.17702
2593,la Nova Esquerra de l'Eixample,4.7,4.8,31,2.0,90,4.8,1.0,1.0,4.7,4.0,1.0,0.0,1.0,4.5,8,4.8,61,2.0,1.0,1.0,41.38399,2.0,61,1.0,80.0,4.7,2.15182
2594,el Fort Pienc,4.67,4.9,0,1.0,6,5.0,2.0,0.0,4.57,21.0,1.0,1.0,0.0,4.38,0,4.71,0,2.0,1.0,0.0,41.39837,1.0,0,1.0,128.0,4.67,2.18067
2595,Diagonal Mar i el Front Marítim del Poblenou,4.605955597800259,4.717400013580498,0,1.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,1.0,0.0,41.40662,1.0,0,1.0,128.0,4.639845192829983,2.2077
2596,el Raval,4.22,4.67,0,1.0,1125,4.78,2.0,0.0,4.33,9.0,1.0,1.0,0.0,4.33,0,4.8,0,2.0,1.0,0.0,41.37848,4.0,0,1.0,128.0,4.78,2.16715
2597,la Marina de Port,5.0,5.0,0,1.0,7,4.83,2.0,0.0,4.92,12.0,1.0,1.0,0.0,4.92,0,4.5,0,1.0,1.0,0.0,41.3589,2.0,0,1.0,128.0,4.92,2.14255
2598,la Nova Esquerra de l'Eixample,4.91,4.96,2,27.0,120,4.97,1.0,0.0,4.91,18.0,1.0,3.0,2.0,4.9,2,4.93,7,1.0,7.0,10.0,41.377,32.0,282,3.0,39.0,4.94,2.14994
2599,el Camp de l'Arpa del Clot,4.89,5.0,29,4.0,1125,4.92,1.0,0.0,4.82,91.0,1.0,2.0,0.0,4.85,11,4.9,29,1.0,2.0,2.0,41.41014,4.0,29,2.0,60.0,4.87,2.1868
2600,el Raval,4.7,5.0,0,1.0,1125,5.0,2.0,0.0,4.5,2.0,1.0,1.0,0.0,4.5,0,5.0,0,2.0,1.0,0.0,41.38097,1.0,0,1.0,128.0,4.5,2.17334
2601,Diagonal Mar i el Front Marítim del Poblenou,4.605955597800259,4.717400013580498,0,1.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,1.0,0.0,41.40991,3.0,0,1.0,128.0,4.639845192829983,2.2
2602,la Dreta de l'Eixample,4.7,5.0,0,3.0,1125,5.0,2.0,0.0,4.7,1.0,1.0,2.0,0.0,5.0,0,5.0,0,2.0,2.0,0.0,41.39097,3.0,0,2.0,128.0,4.7,2.16157
2603,Sant Gervasi - Galvany,4.34,4.84,0,5.0,730,4.91,1.0,1.0,4.63,32.0,1.0,0.0,0.0,4.5,0,4.94,0,2.0,1.0,10.0,41.39607,31.0,258,1.0,91.0,4.84,2.14162
2604,Sant Antoni,4.88,4.88,15,17.0,31,4.91,5.0,13.0,4.86,18.0,3.0,0.0,0.3,4.78,6,4.9,45,6.0,13.0,28.0,41.38209,4.0,225,13.0,302.0,4.97,2.16137
2605,el Fort Pienc,5.0,5.0,0,1.0,1125,5.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,5.0,0,5.0,0,1.0,1.0,0.0,41.40016,3.0,0,1.0,128.0,5.0,2.17991
2606,Sants,4.5,4.83,0,1.0,12,5.0,2.0,0.0,4.5,6.0,1.0,1.0,0.0,4.5,0,4.67,0,2.0,1.0,0.0,41.37589,5.0,0,1.0,128.0,4.5,2.13316
2607,Sant Antoni,4.605955597800259,4.717400013580498,0,1.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,1.0,0.0,41.37654,1.0,0,1.0,128.0,4.639845192829983,2.1519
2608,el Barri Gòtic,4.33,4.83,60,124.0,1125,4.8,2.0,24.0,4.33,6.0,3.0,0.7,0.0,4.5,30,4.83,90,6.0,34.0,0.0,41.38149,32.0,365,34.0,128.0,4.5,2.18035
2609,el Poblenou,4.89,4.89,4,11.0,62,4.95,2.0,7.0,4.82,18.0,2.0,0.0,0.0,4.75,4,4.82,19,4.0,8.0,6.7,41.39597886763888,3.0,235,7.0,218.0,4.86,2.206394381917398
2610,el Poble Sec,4.67,5.0,0,2.0,100,4.67,2.0,0.0,4.67,3.0,2.0,2.0,0.0,4.67,0,5.0,0,1.0,2.0,0.0,41.37218,5.0,0,2.0,128.0,4.67,2.15482
2611,Pedralbes,4.58,4.86,0,8.0,1125,4.75,1.0,0.0,4.65,77.0,1.0,3.0,0.0,4.61,0,4.82,28,1.0,3.0,3.0,41.38776,32.0,303,3.0,33.0,4.73,2.2
2612,Provençals del Poblenou,4.605955597800259,4.717400013580498,0,1.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,1.0,0.0,41.40865,1.0,0,1.0,128.0,4.639845192829983,2.20298
2613,l'Antiga Esquerra de l'Eixample,4.605955597800259,4.717400013580498,0,3.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,2.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,2.0,0.0,41.3919,20.0,0,2.0,128.0,4.639845192829983,2.14975
2614,"Sant Pere, Santa Caterina i la Ribera",4.31,4.81,0,2.0,20,4.79,2.0,0.0,4.52,118.0,1.0,2.0,0.0,4.51,0,4.97,0,2.0,2.0,0.0,41.38417,2.0,0,2.0,128.0,4.55,2.18132
2615,"Sant Pere, Santa Caterina i la Ribera",4.28,4.82,0,2.0,15,4.81,2.0,0.0,4.54,107.0,1.0,2.0,0.0,4.54,0,4.93,0,2.0,2.0,0.0,41.38412,2.0,0,2.0,128.0,4.72,2.1811
2616,la Dreta de l'Eixample,4.605955597800259,4.717400013580498,0,1.0,1125,4.713566191446029,2.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,4.0,1.0,0.0,41.39514,32.0,0,1.0,128.0,4.639845192829983,2.16547
2617,"Sant Pere, Santa Caterina i la Ribera",4.7,4.8,5,22.0,1125,4.8,1.0,18.0,4.7,16.0,1.0,0.0,0.0,4.5,0,4.81,35,2.0,18.0,1.0,41.38805,32.0,310,18.0,58.0,4.63,2.17598
2618,la Sagrada Família,4.89,4.89,7,2.0,31,4.86,1.0,0.0,4.72,18.0,1.0,2.0,2.0,4.71,0,4.86,35,2.0,2.0,6.7,41.4018,2.0,172,2.0,75.0,4.78,2.17879
2619,el Fort Pienc,5.0,4.75,0,3.0,9,4.75,2.0,0.0,4.5,4.0,1.0,1.0,0.0,4.75,0,5.0,0,1.0,1.0,0.0,41.39245,1.0,0,1.0,128.0,4.75,2.1835
2620,la Nova Esquerra de l'Eixample,4.5,4.65,17,18.5,1125,4.69,2.0,6.7,4.35,18.0,2.0,0.0,0.0,4.2,1,4.65,43,4.0,13.8,26.0,41.38395,3.0,318,13.1,177.0,4.47,2.14692
2621,l'Antiga Esquerra de l'Eixample,4.8,4.85,37,12.0,334,4.91,4.0,6.0,4.87,94.0,1.5,0.0,2.0,4.72,15,4.93,63,7.0,6.0,16.0,41.39012,3.0,318,6.0,133.4,4.88,2.16139
2622,Vilapicina i la Torre Llobeta,4.73,4.89,60,2.0,1125,4.91,1.0,0.0,4.77,115.0,1.0,1.0,0.0,4.71,30,4.6,90,2.0,1.0,0.0,41.42853,31.0,90,1.0,45.0,4.87,2.18179
2623,el Camp de l'Arpa del Clot,4.8,4.88,50,11.0,1125,4.89,4.0,5.0,4.73,18.0,3.0,0.0,1.0,4.62,20,4.65,80,6.0,9.0,6.7,41.41126,3.0,355,5.0,203.0,4.79,2.1781
2624,Sant Gervasi - Galvany,4.54,4.79,30,18.0,330,4.85,3.0,5.0,4.41,18.0,2.0,0.0,0.3,4.3,18,4.52,60,4.0,17.0,22.0,41.40214,4.0,240,5.0,220.0,4.57,2.14354
2625,la Dreta de l'Eixample,4.5,4.74,29,18.5,1125,4.78,2.0,6.7,4.51,18.0,1.0,0.0,2.0,4.34,12,4.96,46,4.0,13.8,38.0,41.39003,3.0,321,13.1,246.0,4.52,2.16519
2626,"Sant Pere, Santa Caterina i la Ribera",5.0,5.0,5,36.0,1125,5.0,3.0,15.0,5.0,3.0,2.0,0.0,0.0,5.0,0,5.0,35,4.0,27.0,0.0,41.38256,32.0,310,15.0,150.0,5.0,2.1807
2627,la Dreta de l'Eixample,5.0,5.0,11,1.0,31,5.0,3.0,1.0,5.0,18.0,2.0,0.0,0.3,4.91,2,5.0,14,4.0,1.0,6.7,41.38578,3.0,225,1.0,133.4,4.99,2.1678
2628,el Poble Sec,5.0,5.0,0,1.0,1125,5.0,2.0,0.0,4.92,63.0,1.0,1.0,0.0,4.79,0,4.89,0,2.0,1.0,0.0,41.37415,2.0,0,1.0,128.0,4.94,2.15701
2629,el Poble Sec,4.2,4.8,54,18.5,1125,5.0,2.0,6.7,4.6,5.0,2.0,0.0,0.0,4.2,24,5.0,84,6.0,13.8,1.0,41.37182,2.0,359,13.1,128.0,4.6,2.16716
2630,la Vila de Gràcia,4.605955597800259,4.717400013580498,0,1.0,30,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,1.0,0.0,41.3994,7.0,0,1.0,128.0,4.639845192829983,2.15747
2631,"Sant Pere, Santa Caterina i la Ribera",4.605955597800259,4.717400013580498,0,5.0,310,4.713566191446029,1.0,0.0,4.587361346819633,0.0,1.0,2.0,0.0,4.450359179793591,0,4.742934066680247,22,2.0,2.0,0.0,41.38444979291301,31.0,206,2.0,28.0,4.639845192829983,2.182162751433489
2632,la Dreta de l'Eixample,4.5,4.73,0,3.0,25,4.64,2.0,0.0,4.5,12.0,1.0,1.0,0.0,4.09,0,4.73,0,2.0,1.0,0.0,41.39195,1.0,0,1.0,128.0,4.42,2.17815
2633,la Nova Esquerra de l'Eixample,5.0,5.0,0,1.0,9,5.0,2.0,0.0,4.7,1.0,1.0,1.0,0.0,4.0,0,4.8,0,1.0,1.0,0.0,41.38909,3.0,0,1.0,128.0,5.0,2.14596
2634,Diagonal Mar i el Front Marítim del Poblenou,4.89,4.9,6,2.0,21,4.97,3.0,1.0,4.9,18.0,2.0,0.0,0.3,4.83,2,4.79,24,4.0,1.0,6.7,41.40392,3.0,36,1.0,191.0,4.93,2.2
2635,l'Antiga Esquerra de l'Eixample,4.81,4.83,35,20.0,120,4.83,1.0,0.0,4.71,96.0,3.0,2.0,0.0,4.61,5,4.9,65,1.0,2.0,0.0,41.38708,31.0,111,2.0,34.0,4.8,2.16185
2636,el Camp de l'Arpa del Clot,4.79,4.92,25,3.0,10,4.95,1.0,0.0,4.74,18.0,1.0,1.0,0.3,4.73,6,4.71,55,3.0,1.0,6.7,41.41099,2.0,55,1.0,93.0,4.85,2.17983
2637,Sant Antoni,4.9,4.95,0,1.0,6,4.85,2.0,0.0,4.85,20.0,1.0,1.0,0.0,4.84,0,4.84,0,1.0,1.0,0.0,41.37666,3.0,0,1.0,128.0,4.8,2.16095
2638,la Vila de Gràcia,4.7,4.91,0,2.0,15,4.91,2.0,0.0,4.55,11.0,3.0,1.0,0.0,4.45,0,4.8,0,4.0,1.0,0.0,41.40268,1.0,0,1.0,128.0,4.82,2.15983
2639,la Dreta de l'Eixample,4.67,4.77,35,12.0,334,4.83,3.0,6.0,4.65,72.0,3.0,0.0,0.0,4.58,5,5.0,65,5.0,6.0,4.0,41.39469,4.0,340,6.0,133.4,4.82,2.16381
2640,la Dreta de l'Eixample,4.73,4.79,33,12.0,334,4.86,3.0,6.0,4.68,78.0,3.0,0.0,0.0,4.57,18,4.97,53,6.0,6.0,14.0,41.39332,4.0,313,6.0,133.4,4.71,2.16577
2641,la Dreta de l'Eixample,4.63,4.71,45,12.0,334,4.75,2.0,6.0,4.7,93.0,2.0,0.0,1.0,4.52,15,4.92,75,4.0,6.0,11.0,41.39499,3.0,350,6.0,133.4,4.69,2.16536
2642,el Camp de l'Arpa del Clot,4.605955597800259,4.717400013580498,0,1.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,1.0,1.0,0.0,41.41247,2.0,0,1.0,128.0,4.639845192829983,2.17765
2643,el Raval,4.7,5.0,0,1.0,1125,5.0,2.0,0.0,4.7,1.0,1.0,1.0,0.0,4.0,0,5.0,0,2.0,1.0,0.0,41.37849,1.0,0,1.0,128.0,5.0,2.17545
2644,el Camp de l'Arpa del Clot,4.33,5.0,0,1.0,1125,5.0,2.0,0.0,4.33,3.0,1.0,1.0,0.0,4.33,0,5.0,0,2.0,1.0,0.0,41.4086,1.0,0,1.0,128.0,4.33,2.18355
2645,l'Antiga Esquerra de l'Eixample,4.33,4.8,48,36.0,1125,4.8,2.0,15.0,4.7,9.0,2.0,0.0,0.0,4.5,18,4.8,78,4.0,27.0,2.0,41.39192,30.0,353,15.0,140.0,4.7,2.15796
2646,la Dreta de l'Eixample,4.92,4.97,32,38.0,1125,4.9,2.0,36.0,4.79,86.0,2.0,0.0,1.0,4.75,12,4.98,60,4.0,36.0,21.0,41.3903,1.0,335,36.0,341.0,4.87,2.16296
2647,el Poblenou,4.89,5.0,0,1.0,1125,4.89,2.0,0.0,5.0,18.0,1.0,1.0,0.0,4.83,0,4.89,0,1.0,1.0,2.0,41.40482,3.0,0,1.0,128.0,5.0,2.20239
2648,el Camp de l'Arpa del Clot,4.9,4.96,10,1.0,40,4.92,1.0,0.0,4.91,18.0,1.0,1.0,2.0,4.82,3,4.87,39,2.0,1.0,33.0,41.41133,4.0,39,1.0,80.0,4.9,2.17699
2649,el Barri Gòtic,5.0,5.0,59,18.5,365,5.0,2.0,6.7,5.0,1.0,1.0,0.0,0.0,5.0,29,5.0,89,2.0,13.8,0.0,41.38106,32.0,179,54.0,128.0,5.0,2.18135
2650,"Sant Pere, Santa Caterina i la Ribera",5.0,5.0,0,3.0,1125,5.0,2.0,0.0,4.7,1.0,1.0,1.0,0.0,4.0,0,5.0,0,2.0,1.0,0.0,41.38373,1.0,0,1.0,128.0,5.0,2.17993
2651,l'Antiga Esquerra de l'Eixample,5.0,5.0,0,1.0,3,5.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,4.0,0,5.0,0,2.0,1.0,0.0,41.38454,1.0,0,1.0,128.0,5.0,2.15857
2652,la Maternitat i Sant Ramon,4.605955597800259,4.717400013580498,0,1.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,1.0,1.0,0.0,41.37669,1.0,0,1.0,128.0,4.639845192829983,2.2
2653,el Barri Gòtic,4.605955597800259,4.717400013580498,0,1.0,14,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,1.0,1.0,0.0,41.37921,5.0,0,1.0,128.0,4.639845192829983,2.17727
2654,la Nova Esquerra de l'Eixample,4.9,4.97,12,27.0,120,4.97,1.0,0.0,4.89,18.0,1.0,3.0,0.0,4.81,3,4.94,42,2.0,7.0,4.0,41.37664,32.0,317,3.0,55.0,4.96,2.14984
2655,la Vila de Gràcia,4.605955597800259,4.717400013580498,0,1.0,1125,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,1.0,0.0,41.40288,1.0,0,1.0,128.0,4.639845192829983,2.15938
2656,la Dreta de l'Eixample,4.46,4.85,11,1.0,1125,4.84,3.0,1.0,4.64,74.0,3.0,0.0,2.0,4.53,3,5.0,41,5.0,1.0,22.0,41.38908,3.0,292,1.0,226.0,4.55,2.1684
2657,el Camp de l'Arpa del Clot,4.33,5.0,0,2.0,1125,4.8,2.0,0.0,4.7,3.0,1.0,1.0,0.0,4.5,0,4.67,0,2.0,1.0,0.0,41.40951,2.0,0,1.0,128.0,4.33,2.18649
2658,Sant Martí de Provençals,4.58,4.67,0,1.0,15,4.7,2.0,0.0,4.39,33.0,1.0,1.0,0.0,4.36,0,4.67,0,1.0,1.0,5.0,41.41786,3.0,0,1.0,128.0,4.64,2.20157
2659,Sant Antoni,4.77,4.83,38,11.0,29,4.83,3.0,6.0,4.68,18.0,2.0,0.0,0.0,4.59,17,4.7,68,4.0,7.0,21.0,41.37617,2.0,211,6.0,269.0,4.8,2.16117
2660,Sant Antoni,4.82,4.77,38,11.0,29,4.8,2.0,6.0,4.64,18.0,2.0,0.0,0.0,4.63,17,4.73,68,4.0,7.0,4.0,41.37618,2.0,211,6.0,269.0,4.83,2.16104
